,name,obsid,main_type,AGN,Candidate_XB*,Orion_V*,QSO,YSO
315,2CXO J003503.4-202451,3262,QSO,0.27439603551926034,0.05984742013938842,0.16358385207005208,0.2962150085359693,0.20595768373532983
320,2CXO J003532.6+011821,15015,QSO,0.11631323006421093,0.1348293136816772,0.20071757265716406,0.4219839977371481,0.12615588585979978
321,2CXO J003542.8-201920,3262,Orion_V*,0.1337112588869498,0.06693249318747269,0.4062730812099409,0.2531160656803123,0.1399671010353244
322,2CXO J003544.2-435340,7018,AGN,0.3700993927605569,0.0011168391910873412,0.09157098310334609,0.31394605619471394,0.22326672875029574
325,2CXO J003621.8-430234,11721,AGN,0.3625763097827204,0.004632347245562423,0.10942721203850732,0.3289902693456904,0.19437386158751951
327,2CXO J003631.8-332859,8175,Orion_V*,0.2751198667891957,0.052221144819627946,0.2791310284697506,0.23606571862595185,0.1574622412954737
336,2CXO J003702.0+182322,2551,AGN,0.2949180128056664,0.050078936029246006,0.1852822540995464,0.23678832504437092,0.23293247202117032
338,2CXO J003704.1-333344,2019,AGN,0.5745342291293439,0.005152203583079125,0.09729735978385777,0.1350269823841903,0.18798922511952879
339,2CXO J003710.9-503428,13493,YSO,0.3232554544348238,0.0007009751003914347,0.09969198315815904,0.2234930168338784,0.35285857047274727
341,2CXO J003717.2-333435,2019,AGN,0.3766496842765478,0.0017511575468509546,0.1392436720636849,0.33476790490811414,0.14758758120480212
342,2CXO J003717.2-333435,9531,QSO,0.31389035411883476,0.011300389343464322,0.13938297001056404,0.37846839939314125,0.15695788713399556
343,2CXO J003719.4-503653,13493,AGN,0.3914471780686926,0.018486524279556684,0.12921737812235787,0.2928939574727416,0.16795496205665128
348,2CXO J003731.0-504317,13493,AGN,0.45409612051832615,0.007880433022232448,0.0933637922008343,0.23761560193746456,0.2070440523211424
357,2CXO J003755.3-334159,8175,AGN,0.4861675561871408,0.0003126249639235729,0.039360970588772165,0.39185851407859534,0.08230033418156812
358,2CXO J003756.0-334221,8175,AGN,0.4861675561871408,0.0003126249639235729,0.039360970588772165,0.39185851407859534,0.08230033418156812
368,2CXO J003813.3-334925,2019,AGN,0.41624190299750596,0.001755643534212571,0.07388190601623927,0.3616656793123401,0.1464548681397021
370,2CXO J003819.6-503947,13493,AGN,0.3891313256139325,0.01132919359535155,0.131283790976983,0.28099449358625184,0.18726119622748114
372,2CXO J003820.8-504106,13493,QSO,0.2606473360394146,0.09715151728149221,0.16120066442570644,0.32118847936424677,0.15981200288914
373,2CXO J003823.6-333622,2019,AGN,0.3874012228146536,0.0009590877976444226,0.12821939332960078,0.2478975132213923,0.23552278283670894
374,2CXO J003823.9+401250,2046,Orion_V*,0.04095914080863571,0.07546571478113151,0.5288067011274564,0.07841051205528254,0.27635793122749386
376,2CXO J003850.5-505231,13493,AGN,0.344247941755587,0.0013750056400256836,0.13373124150165644,0.2643209282475124,0.25632488285521854
380,2CXO J003905.1+032944,11389,AGN,0.527230708649841,0.00041390790733312745,0.03602911655296902,0.3118650714075685,0.12446119548228839
384,2CXO J003928.7+031218,4053,AGN,0.42504935491402335,0.007528274194875152,0.11235830281208818,0.031749562285485776,0.4233145057935275
387,2CXO J003935.3+031157,11389,AGN,0.3461998823338883,0.002491061917014451,0.1254109951101828,0.2819852224202043,0.24391283821871013
392,2CXO J003957.8+032516,11389,QSO,0.23757673028148954,0.0011684015113705337,0.19379940797040726,0.31797861106239766,0.24947684917433507
393,2CXO J004010.3+032412,11389,AGN,0.6530268870021713,0.001125016226075839,0.03601858202280483,0.21259288328645484,0.09723663146249328
396,2CXO J004019.0+032136,11389,QSO,0.36157486800070165,0.004741157220641532,0.08178592171161886,0.37388929153751876,0.1780087615295193
402,2CXO J004125.8+405845,2049,Candidate_XB*,0.16339111101272186,0.31866189642197007,0.16400140348830408,0.2264093297221762,0.1275362593548277
403,2CXO J004125.8+405845,1584,YSO,0.16521851819414515,0.2102624847733484,0.16432724251481498,0.21099629262442965,0.24919546189326175
405,2CXO J004132.5+411749,1575,AGN,0.32030146704370416,0.005972832895312872,0.11400114872482857,0.3112014894053291,0.2485230619308252
407,2CXO J004141.2+410333,13302,Candidate_XB*,0.1958324772430728,0.2834169023569282,0.15390842429213716,0.19252889426192385,0.17431330184593807
408,2CXO J004141.2+410402,13302,Candidate_XB*,0.1958324772430728,0.2834169023569282,0.15390842429213716,0.19252889426192385,0.17431330184593807
422,2CXO J004146.4-092932,904,AGN,0.37320295138627113,0.04087022235194954,0.09137264992562127,0.2897100560905083,0.2048441202456498
424,2CXO J004148.3-092841,904,QSO,0.2620683345060577,0.16801113821067268,0.11773232630079343,0.3048955843611591,0.14729261662131712
425,2CXO J004148.4-092012,4884,YSO,0.06791704245186622,0.09936216988267998,0.11441390295345057,0.09894760664787919,0.619359278064124
426,2CXO J004149.8+410106,13301,QSO,0.13232787725573142,0.2762830213455445,0.15686504421498848,0.30181960103759947,0.1327044561461361
428,2CXO J004149.8+410106,4536,Orion_V*,0.21974056989642018,0.15047236935377162,0.22351492426454975,0.19183817889711363,0.21443395758814493
432,2CXO J004153.0-092042,4884,YSO,0.12751195203088872,0.18938302257383438,0.17123636228459566,0.15067751262138543,0.3611911504892957
433,2CXO J004153.5-125453,13922,QSO,0.2678676834825764,0.1434026859959203,0.12612374112872196,0.329472847550869,0.13313304184191238
434,2CXO J004154.6+405648,2901,Candidate_XB*,0.04372480291719354,0.44623368164223776,0.22256181360404012,0.02868791399238918,0.2587917878441395
438,2CXO J004201.3-125307,11532,QSO,0.2644919444298596,0.042799362126714154,0.16677345636960084,0.3758574911323139,0.15007774594151155
482,2CXO J004207.9+410436,2051,QSO,0.2714446283812844,0.0743521653289852,0.10495618462655035,0.39735490378450905,0.15189211787867096
485,2CXO J004209.0+412048,14196,AGN,0.37532622298169865,0.1076310547468352,0.1977099928430176,0.21864813800105296,0.10068459142739573
487,2CXO J004209.0+412048,7064,AGN,0.25623300765545853,0.12998662918426043,0.2541594166177047,0.10812648150491826,0.251494465037658
488,2CXO J004209.0+412048,14195,Orion_V*,0.3124704783035698,0.039316899264871245,0.3590016909849581,0.04501789297473559,0.2441930384718654
489,2CXO J004209.0+412048,14198,YSO,0.2714887434001705,0.08359820402423172,0.21814951181665196,0.033055772938338335,0.39370776782060746
496,2CXO J004211.3+410428,11841,QSO,0.12895452457914044,0.25212026599847054,0.14033419501615482,0.28755506323901325,0.19103595116722097
497,2CXO J004211.3+410428,12973,YSO,0.1277814824108867,0.27645311588909116,0.10487277974415224,0.15201344975052236,0.33887917220534747
498,2CXO J004211.3+410428,10715,QSO,0.22173325260290458,0.15294686635251603,0.11442677937616308,0.3171747920103933,0.193718309658023
499,2CXO J004211.3+410428,15327,Candidate_XB*,0.16389998372366435,0.2835020179834576,0.15467530228313225,0.1895515788203822,0.20837111718936363
503,2CXO J004211.7+411048,14196,YSO,0.35136282323082013,0.023753314229753183,0.08319380698571037,0.157634436469733,0.38405561908398356
504,2CXO J004211.7+411048,7064,AGN,0.3357433912443273,0.06464911728329081,0.21511645071964525,0.08932333040522399,0.29516771034751266
590,2CXO J004215.2-091844,15173,AGN,0.4436941572252361,0.03193541983457104,0.09229521839658687,0.3326290095645634,0.09944619497904258
591,2CXO J004215.2-091844,16264,AGN,0.610702676727529,0.04687204002864241,0.0798072901746688,0.18937755056589564,0.07324044250326414
592,2CXO J004215.4+412031,13828,AGN,0.38306035356241286,0.023719059405573065,0.11514061746257459,0.3469078373233164,0.13117213224612312
593,2CXO J004215.4+412031,1575,AGN,0.31751397550082755,0.16640226782343093,0.10099419550405685,0.2323452664000878,0.18274429477159698
598,2CXO J004215.8+405527,11252,YSO,0.26894251583589945,0.0016068234624913799,0.1533704843203766,0.25379541160995706,0.32228476477127554
625,2CXO J004216.5+405552,2051,QSO,0.25718294175510087,0.12303299637081037,0.12862714449324525,0.35399541901093484,0.1371614983699087
626,2CXO J004216.5+405552,2050,Orion_V*,0.22694884557917053,0.17930305490393986,0.2377996669634472,0.1782351578135878,0.1777132747398545
627,2CXO J004216.5+405552,4536,AGN,0.33180868870152086,0.1006467349870214,0.23410874735688492,0.26242076452022284,0.07101506443434996
628,2CXO J004216.5+405552,2017,Candidate_XB*,0.1863450522972041,0.2649608254369926,0.1905185489717003,0.21906175547194756,0.13911381782215534
629,2CXO J004216.5+405552,2494,Candidate_XB*,0.157896910757689,0.26141073269360837,0.21497341296201558,0.16413566891443834,0.20158327467224885
630,2CXO J004216.5+405552,11252,YSO,0.26894251583589945,0.0016068234624913799,0.1533704843203766,0.25379541160995706,0.32228476477127554
635,2CXO J004217.8+405526,11252,YSO,0.26894251583589945,0.0016068234624913799,0.1533704843203766,0.25379541160995706,0.32228476477127554
771,2CXO J004222.2+405924,11252,QSO,0.31539380214886337,0.0033773396107149574,0.08687187778889596,0.3580545206087346,0.23630245984279116
773,2CXO J004222.2+405924,2017,Candidate_XB*,0.17555928944836924,0.2734451292133125,0.12367020914775173,0.244965921257656,0.18235945093291048
774,2CXO J004222.2+405924,2494,Candidate_XB*,0.18657934363370912,0.2628195583448922,0.12028378412319873,0.23208487009170647,0.19823244380649344
892,2CXO J004226.1+412552,14196,AGN,0.3979511657479113,0.04231879314397636,0.19621050435459947,0.2103212790406805,0.1531982577128324
893,2CXO J004226.1+412552,13827,QSO,0.24695663189936,0.06291550399207627,0.14765939910909145,0.3305011060491331,0.21196735895033914
894,2CXO J004226.1+412552,13826,AGN,0.32245251176423495,0.06273156771025336,0.18887057714745997,0.16711001633563152,0.25883532704242024
895,2CXO J004226.1+412552,13825,AGN,0.3746116682139466,0.08056891204507088,0.18710800189618504,0.18381632976049433,0.1738950880843032
902,2CXO J004228.2+411222,4723,Candidate_XB*,0.1273105945403572,0.3948201575290765,0.16292259760831646,0.2061050048470227,0.10884164547522698
903,2CXO J004228.2+411222,2896,Candidate_XB*,0.10778691133826089,0.4157011089698475,0.1416358735429331,0.1532938399932521,0.18158226615570636
904,2CXO J004228.2+411222,1585,Candidate_XB*,0.18236067398414213,0.26466847315953684,0.13433181411137252,0.18506867366811006,0.23357036507683843
905,2CXO J004228.2+411222,2895,Candidate_XB*,0.17189614163277006,0.3623411149851587,0.11838342355144382,0.17241775745847124,0.17496156237215607
906,2CXO J004228.2+411222,4680,Candidate_XB*,0.22941722929200573,0.2761772510769389,0.2093804180718158,0.12595969115290492,0.1590654104063348
907,2CXO J004228.2+411222,4681,Candidate_XB*,0.1513210591485035,0.30937862779781067,0.1515286714865625,0.24050863852259335,0.1472630030445299
909,2CXO J004228.2+411222,308,QSO,0.15461708183652612,0.2544540000989928,0.15565917875825308,0.26393328986891296,0.17133644943731496
910,2CXO J004228.2+411222,7137,QSO,0.20549125832135634,0.22872975875822465,0.187691465916527,0.23491707784181465,0.14317043916207742
911,2CXO J004228.2+411222,7068,Candidate_XB*,0.2142209280604315,0.2512335898920777,0.13588571999115756,0.23724950418115473,0.16141025787517843
914,2CXO J004228.2+411222,4682,Candidate_XB*,0.12995320089385573,0.30848379468164033,0.1593551314302921,0.21738188702180852,0.18482598597240335
915,2CXO J004228.2+411222,309,Candidate_XB*,0.22682280815617897,0.2671962356782117,0.10112952522607062,0.2190941200892127,0.18575731085032612
916,2CXO J004228.2+411222,312,Candidate_XB*,0.1264558950137799,0.41281384978819397,0.12951375571686058,0.1442399729086289,0.18697652657253683
919,2CXO J004228.2+411222,9529,QSO,0.15758789049162947,0.22975772354241927,0.2116312844317488,0.25380557126656866,0.14721753026763382
922,2CXO J004228.2+411222,14929,Candidate_XB*,0.12489233699813,0.3602922578793791,0.14789388843327878,0.1466423932289065,0.22027912346030587
923,2CXO J004228.2+411222,14931,Candidate_XB*,0.16632223308445457,0.45851409946032806,0.10207350228156685,0.15003598268821514,0.12305418248543545
924,2CXO J004228.2+411222,14927,Candidate_XB*,0.20012113793068365,0.27552793785762114,0.2047369207122738,0.1895693772195617,0.13004462627985958
925,2CXO J004228.2+411222,14196,Candidate_XB*,0.1580768052447963,0.2988742820885089,0.18095203596042345,0.24008383484409226,0.12201304186217904
926,2CXO J004228.2+411222,12162,Candidate_XB*,0.14351488255230235,0.3567350945998182,0.1543919422750182,0.21779323351628394,0.12756484705657717
927,2CXO J004228.2+411222,13835,Candidate_XB*,0.1308580493615285,0.3313881889152225,0.20635272811457483,0.14831388243240096,0.1830871511762733
928,2CXO J004228.2+411222,9520,Candidate_XB*,0.07472456540582027,0.5087848460231099,0.1980688716230289,0.11421990301459048,0.10420181393345054
929,2CXO J004228.2+411222,7064,Orion_V*,0.10334952579020999,0.18428571330930665,0.265180848584329,0.23724238295407765,0.2099415293620767
930,2CXO J004228.2+411222,1854,QSO,0.17431375854766437,0.23352253167642145,0.13583669478214966,0.24759067310884864,0.20873634188491588
931,2CXO J004228.2+411222,4679,Candidate_XB*,0.1856436761787141,0.26236617608805357,0.199544761231261,0.21365636168012747,0.138789024821844
932,2CXO J004228.2+411222,12161,QSO,0.20461960734542298,0.1619422286617121,0.18482709201735517,0.2759658367390922,0.17264523523641764
