,name,obsid,main_type,PartofG,Pulsar,Radio,Seyfert_2,YSO
19172,2CXO J170438.7+603654,2128,YSO,0.1945076544608352,0.2567262659500328,0.25727653864142896,0.01527234162883351,0.27621719931886946
19211,2CXO J171236.7-373841,13234,YSO,0.18479164122578493,0.2436822845442873,0.24944219436817228,0.05975316350376186,0.2623307163579938
19224,2CXO J171405.7-381030,6692,YSO,0.19289080675072615,0.25766023592549464,0.25542567774748137,0.02330186774568924,0.27072141183060866
19526,2CXO J173040.2-212920,6716,YSO,0.19181547176810856,0.26344637709356417,0.25368029132222963,0.02142763478500114,0.2696302250310964
19693,2CXO J174157.2-205412,15544,Radio,0.20934239832839718,0.20839401778919864,0.3068128704724372,0.056831250652927365,0.2186194627570395
19743,2CXO J174445.4-295045,13807,YSO,0.19340628948510566,0.25536614054379697,0.26090504675113463,0.015612924381815047,0.2747095988381477
19791,2CXO J174535.6-290133,6605,Pulsar,0.1776636078589671,0.2587565504995863,0.23353448735411722,0.10458253306626558,0.22546282122106398
19792,2CXO J174535.6-290133,6603,YSO,0.19439364786145596,0.2566851077471886,0.2576515687340088,0.015058862417056123,0.27621081324029045
19793,2CXO J174535.6-290133,6604,Pulsar,0.19564167403680305,0.25067033797990185,0.23195333607615576,0.10689077966167207,0.2148438722454673
19794,2CXO J174535.6-290133,6602,Radio,0.1752042068709924,0.24537700046332656,0.2698555269315128,0.07907691284059357,0.23048635289357464
19795,2CXO J174535.6-290133,6606,YSO,0.1939255370235458,0.2559920269260577,0.25779340679537877,0.016873266963676845,0.2754157622913409
19825,2CXO J174545.2-285828,14897,Radio,0.10833310698383852,0.13682615251215025,0.5344234790011462,0.07549562437615198,0.1449216371267129
